Country,Indicator,Education level,Statistical unit,Gender,Age,Mobility,Year,Value
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2017,5.936
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2018,7.087
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2019,7.314
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2020,6.894
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2013,5.37
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2014,2.59
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2015,4.343
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2016,5.821
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2017,5.996
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2018,7.392
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2019,7.694
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2020,7.257
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2005,37.37
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2011,39.703
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2012,44.135
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2013,44.002
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2014,49.924
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2015,45.461
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2016,48.017
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2017,50.157
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2018,52.015
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2019,54.074
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2020,54.232
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2005,30.339
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2011,31.82
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2012,34.598
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2013,35.375
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2014,40.379
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2015,34.943
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2016,35.747
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2017,37.296
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2018,37.987
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2019,39.256
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2020,39.51
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2005,33.795
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2011,35.692
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2012,39.291
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2013,39.622
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2014,45.072
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2015,40.088
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2016,41.717
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2017,43.544
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2018,44.814
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2019,46.462
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2020,46.661
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2013,37.212
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2014,42.262
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2015,37.937
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2016,40.041
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2017,41.566
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2018,42.877
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2019,44.235
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2020,44.14
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2013,29.0
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2014,33.291
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2015,28.391
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2016,29.021
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2017,30.369
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2018,30.593
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2019,31.39
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2020,31.355
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2013,33.047
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2014,37.705
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2015,33.065
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2016,34.387
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2017,35.812
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2018,36.573
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2019,37.638
United Kingdom,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2020,37.566
United Kingdom,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2005,3.902
United Kingdom,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2010,3.081
United Kingdom,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2011,3.332
United Kingdom,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2012,2.929
United Kingdom,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2013,24.552
United Kingdom,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2014,24.822
United Kingdom,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2015,22.837
